text1,text2,label
calcium ascorbate,Carnauba Wax,0
brazil wax,glycerine,0
Refined Microcrystalline Wax,petroleum wax,1
Benzoic Acid,dha,0
NaHCO3,Sodium Bicarbonate,1
E150(a-d),CARAMEL,1
magnesium oxide,Chicken Thighs,0
VITAMIN B2,"1,2-propanediol",0
E341,petroleum wax,0
Sodium Nitrite,fagopyrum esculentum,0
beef cut,Bananas,0
TUMERIC,CURCUMIN,1
Monopotassium Glutamate,E622,1
E925,chlorine,1
Potassium Inosinate,DIPOTASSIUM INOSINATE,1
glutamic,calcium guanylate,0
Calcium Sulphate,calcium sulfate,1
E212,POTASSIUM BENZOATE,1
vitamin c,Vitamin C,1
E530,Glutamic Acid,0
E410,Locust Bean Gum,1
poultry breast,Chicken Breast,1
citrus sinensis,ORNGES,1
ANNATO,clarified butter,0
Tocopherols,VITAMIN E,1
bee wax,BEE WAX,1
Lecithin,agar agar,0
E415,XANTHUM,1
E524,dairy butter,0
tumeric,glycocoll,0
cochineal extract,carmin,1
Locust Bean Gum,CAROB GUM,1
E221,carrageenin,0
flaxseeds,Flaxseeds,1
diphenyl,Biphenyl,1
L-CYSTEINE,SPELT,0
essential amino acid,LEUCINE,1
Guar Gum,GUARAN,1
fermented milk drink,Barley,0
CALCIUM SULFITE,CALCIUM GLUTAMATE,0
Spelt,Spelt,1
caustic potash,calcium glutamate,0
calcium carb,glycerol,0
carmoisine,Hemp Seeds,0
octyl gallate,OCTYL GALLATE,1
butylated hydroxyanisole,Microcrystalline Cellulose,0
METHYL CELLULOSE,aminoacetic acid,0
E226,calcium sulfite,1
milk protein,whey protien,1
propyl gallate,buttermilke,0
bromic acid potassium salt,BROMIC ACID POTASSIUM SALT,1
whole bird,roasting chicken,1
carminic acid,citric acid,0
carotene,ground turky,0
carmin,alginic acid,0
sodium bicarbonat,enzymes,0
E907,microcrystalline wax,1
carotenes,CURD CHEESE,0
Carotenes,BETA CAROTENE,1
CARBON BLACK,Lithol Rubine,0
carminic acid,microcrystalline cellulose,0
sodium sorbate,CALCIUM BISULFITE,0
butylhydroxytoluene,Chia Seeds,0
ETHYL PARABEN,E226,0
CALCIUM SORBATE,Calcium Inosinate,0
E905,MINERAL OIL,1
ethyl 4-hydroxybenzoate,agar agar,0
GOLD,E400,0
Potassium Sorbate,sodium nitrate,0
Ascorbyl Palmitate,ASCORBYL PALMITATE,1
Calcium Carbonate,potassium benzoate,0
E632,potassium inosinate,1
Ghee,GHI,1
aluminum,BROMIC ACID POTASSIUM SALT,0
shellac,Shellac,1
Magnesium,Magnesium,1
erythrosine bs,Erythrosine,1
titanium white,gelatine,0
Caramel Color,caramel coloring,1
QUINOLINE YELLOW,heavy cream,0
silver powder,malus domestica,0
beef stake,Beef Steak,1
Aspartame,aspartame,1
lac resin,dairy butter,0
Caramel Color,CARAMEL,1
agar agar,Monoammonium Glutamate,0
sodium nitrate,microwax,0
l-leucine,leucine,1
wheet,Wheat,1
Calcium Oxide,E529,1
calcium stearoyl lactylate,carrots,0
Potatoes,Potatoes,1
sorbite,ryce,0
chlorophyll,CHLOROPHYL,1
YELLOW 5,CARBON BLACK,0
AZORUBINE,magnesium oxide,0
hydrolyzed collagen,GELATINE,1
Monopotassium Glutamate,spinage,0
cochineal,CARMINE,1
chile saltpeter,CHILE SALTPETER,1
Turkey Breast,turkey breast,1
butylhydroxyanisole,BHA,1
magnesium oxide,magnesia,1
Patent Blue,MILET,0
agar,agar-agar,1
tumeric,Turmeric,1
carotenes,carotene,1
Chicken Thighs,cannabis sativa seeds,0
E635,sodium 5-ribonucleotide,1
Magnesium Carbonate,Magnesium Carbonate,1
cultured buttermilk,BUTTER MILK,1
Microcrystalline Cellulose,MCC,1
lycopene,lycopen,1
aspartame,ASPARTAM,1
MINERAL OIL,Vitamin D3,0
whey cheese,datess,0
erythrosine bs,Ascorbic Acid,0
E621,monosodium glutamate,1
glutamate,GLUTAMATE,1
Cysteine,L-CYSTEINE,1
potassium sorbate,potassium hydroxide,0
Hydrochloric Acid,hcl,1
Millet,panicum miliaceum,1
Potassium Metabisulphite,mineral hydrocarbons,0
vitis vinifera,grapes,1
Sodium Carbonate,Wheat,0
KORN,glycerin,0
carrageenan,CARAGEENAN,1
Methylcellulose,LYE,0
soda ash,SODA ASH,1
E212,l-lysine,0
PHOSPHATE,calcium chloride,0
hcl,dates,0
E631,DISODIUM INOSINATE,1
Sour Cream,sour creme,1
kcl,Potassium Chloride,1
sorbate,Sorbic Acid,1
METHYL CELLULOSE,malus domestica,0
sodium citrate,Potassium Guanylate,0
Cottage Cheese,Cottage Cheese,1
Ascorbic Acid,CHEDDAR,0
chile saltpeter,E403,0
E310,calcium glutamate,0
propylene glycol alginate,Propylene Glycol Alginate,1
SODIUM ASCORBATE,cholecalciferol,0
ETHYL PARABEN,IRN,0
irn,Iron,1
calcium chloride,calcium chlor,1
potassium metabisulfite,E403,0
GREEN S,calcium phosphate,0
lamb ribs,lamb shops,1
ada,greek yogurt,0
erythrosine,POTASSIUM METABISULFITE,0
Ascorbyl Palmitate,DUCK,0
SODIUM LACTATE,minced beef,0
E412,guar gum,1
silica,silicon dioxide,1
beta carotene,carotene,1
Methylcellulose,E461,1
Calcium Hydrogen Sulphite,E227,1
magnesium oxide,CELLULOSE,0
GREEN S,beef cut,0
Potassium Guanylate,DIPOTASSIUM GUANYLATE,1
Spelt,SPELT,1
HARTSHORN,greek yogurt,0
beef cut,STEAK,1
cochineal,calcium ascorbate,0
magnesium carb,Azodicarbonamide,0
Tartaric Acid,tartrate,1
STEAK,silicon dioxide,0
betanin,BETANIN,1
sour creme,Sour Cream,1
calcium sulphite,calcium sulfite,1
carob gum,cottage chese,0
Corn,polysaccharide,0
PONCEAU,Ethyl Maltol,0
ala,omega 3,1
Buckwheat,BUCKWHEET,1
dipotassium inosinate,beef steak,0
sea salt,buckwheat,0
E631,sodium inosinate,1
E211,sodium benzoate,1
maltol,larixinic acid,1
soy lecithin,phosphoric acid,0
Aspartame,ASPARTAM,1
beetroot,whole milk,0
guar flour,calcium guanylate,0
Sour Cream,l-leucine,0
Sodium Stearoyl Lactylate,SSL,1
potassium benzoate,chlorine dioxide,0
carmoisine,AZORUBINE,1
calcium bisulfite,phosphoric,0
amaranth,potassium chlor,0
Gelatin,GELATINE,1
alginate,ALGINATE,1
Guar Gum,Shellac,0
dark meat chicken,chicken legs,1
PECTINE,chicken,0
Carrageenan,Carrageenan,1
E227,POTATOS,0
Sodium Sorbate,SODIUM SORBATE,1
E171,titanium oxide,1
magnesium glutamate,Vitamin C,0
Sodium Stearoyl Lactylate,ssl,1
calcium stearoyl lactylate,rice,0
XANTHUM,epa,0
ETHYL PARABEN,potash sulfate,0
E514,curd cheese,0
calcium carbonate,calcium,1
E330,KEENWA,0
cultured buttermilk,Buttermilk,1
E508,Potassium Chloride,1
sodium guanylate,Chicken Breast,0
silicon dioxide,SILICON DIOXIDE,1
ground beef,italian cheese,0
sodium lactate,Sodium Lactate,1
E920,l-cysteine,1
caramel color,methylcellulose,0
vitis vinifera dried,RASINS,1
ricota cheese,Ricotta Cheese,1
E211,Carrageenan,0
glycerine,GLYCERINE,1
apples,APPLS,1
E530,magnesium oxide,1
sodium 5-ribonucleotide,Heavy Cream,0
Indigo Carmine,Indigo Carmine,1
cottage chese,CURD CHEESE,1
protease,enzymes,1
cysteine,cysteine hcl,1
Octyl Gallate,OCTYL GALLATE,1
Ammonium Carbonate,KCL,0
Calcium Inosinate,vitamin C,0
carotens,cysteine,0
E170,Buttermilk,0
Vegetable Carbon,titanium oxide,0
Sorbic Acid,saltpeter,0
E170,Calcium Carbonate,1
Octyl Gallate,octyl gallate,1
Ammonium Carbonate,HARTSHORN,1
sodium sulfate,organic milk,0
potassium sorbate,CALCIAM,0
Cochineal/Carminic Acid,cochinel,1
sulphuric acid,oats,0
caramel colour,linum usitatissimum,0
E202,whole chiken,0
CARMINE,calcium sulfate,0
titanium dioxide,titanium white,1
Sodium Bicarbonate,sodium bicarbonat,1
E515,potassium sulphate,1
E412,oryza sativa,0
Chlorine Dioxide,E926,1
E104,sunset yellow fcf,0
glycerine,glycerin,1
citric acid,Citric Acid,1
"1,2-propanediol",PROPYLENE GLYCOL,1
annatto,CALCIUM STEAROYL LACTYLATE,0
calcium stearoyl lactylate,Glycerin,0
whole chicken,whole chiken,1
hartshorn,Ammonium Carbonate,1
E320,butylated hydroxyanisole,1
disodium inosinate,SILICON DIOXIDE,0
XANTHUM,E526,0
curd cheese,cottage chese,1
E227,Calcium Bisulfite,1
clorophyll,Chlorophyll,1
E212,SODIUM ALGINATE,0
Silver,E174,1
E160b,Beetroot Red,0
VITAMIN B2,Potassium Benzoate,0
quinolin yellow,cottage chese,0
Gold,gold,1
vitamin e,tocopherol,1
Sorbitol,SORBIT,1
Silver,Sodium Hydroxide,0
silver leaf,propyl gallate,0
E414,gum arabic,1
MAGNESIA ALBA,water,0
magnesium citrate,magnesium,1
E530,Sour Cream,0
heavy creme,WHIPPING CREAM,1
phoenix dactylifera,DATESS,1
Calcium Ascorbate,datess,0
yellow 5,calcium citrate,0
sorbic acid,dimethylpolysiloxane,0
E527,Carrots,0
Potassium Guanylate,amylase,0
E407,carrageen,1
E304,Ascorbyl Palmitate,1
ascorbyl palmitate,duck,0
carotens,essential amino acid,0
potassium chlor,Enzymes,0
periclase,cysteine,0
ascorbic acid,vitamin c,1
hartshorn,chia seeds,0
carrots,CAROTS,1
E211,BUTYLATED HYDROXYANISOLE,0
BUTYLATED HYDROXYTOLUENE,sodium stearoyl lactylate,0
ponceau,Vitamin D3,0
cochineal extract,CARMINE,1
potassium sorbate,E405,0
potassium alginate,glycerin,0
E338,L-CYSTEINE,0
Vitamin D3,VITAMIN D,1
locust bean gum,carob gum,1
calcium sorbate,neotame,0
Beef Roast,dates,0
calcium hydroxide,ada,0
Carrageenan,APPLS,0
E306,burnt lime,0
Sour Cream,SOUR CREME,1
Ammonium Carbonate,E503,1
ammonium hydroxide,Glucose,0
butylhydroxytoluene,epa,0
wheat,wheet,1
BHA,sulphuric acid,0
Water,strained yogurt,0
vitamin d3,VITAMIN D,1
SODIUM SORBATE,burnt lime,0
E131,patent blue v,1
vitamin B2,potassium sulphate,0
Wheat,WHEET,1
Ammonium Alginate,KORN,0
glycerol,GLYCERIN,1
vitamin E,BUTTER MILK,0
TOMATOS,glucoze,0
Neotame,neotame,1
hard cheese,Cheddar Cheese,1
veal,veal cutlets,1
sulphur dioxide,Maltodextrin,0
azorubine,chlorine oxide,0
sulfur dioxide,E302,0
Calcium,CALCIAM,1
alginate,Alginic Acid,1
CHLORINE OXIDE,Buttermilk,0
aqua,Quinoa,0
E100,TUMERIC,1
Indigo Carmine,INDIGOTINE,1
Sodium Sulphite,Sodium Sulphite,1
E440a,Cornish Hens,0
E526,calcium hydroxide,1
E482,CSL,1
Whole Chicken,whole bird,1
Calcium Inosinate,E633,1
butter oil,ghee,1
vitamin c,VITAMIN C,1
Riboflavin (Vitamin B2),vitamin b2,1
Calcium Alginate,E422,0
heavy cream,Heavy Cream,1
Magnesium Hydroxide,shellac,0
chia seed,Chia Seeds,1
silver leaf,silver powder,1
Rice,ryce,1
E405,Calcium Sulphate,0
magnesium sulfate,epsom salt,1
Tartaric Acid,tartaric,1
lamb cutlets,lamb chops,1
ghee,Ghee,1
bromic acid potassium salt,Potassium Bromate,1
ACACIA GUM,Aspartame,0
Chalk,calcium carbonite,1
Greek Yogurt,greek yoghurt,1
sodium inosinate,DISODIUM INOSINATE,1
Aluminium,aluminium powder,1
octyl gallate,maltodextin,0
gum arabic,acacia gum,1
sodium bicarbonate,dimethylpolysiloxane,0
Greek Yogurt,GREEK YOGHURT,1
Green S,green s dye,1
stearic,STEARIC,1
patent blue v,SALTPETER,0
Carotenes,carotene,1
E516,gypsum,1
sulfur dioxide,solanum lycopersicum,0
Sorbitol,sorbit,1
sodium sulfite,Cottage Cheese,0
microwax,Microcrystalline Wax,1
ferric oxide,Hexamine,0
sulphur dioxide,cellulose,0
ERITHROSINE,sodium nitrite,0
tumeric,E173,0
silver,Silver,1
Monopotassium Glutamate,vitamin C,0
E160d,lycopene,1
KCL,MILK,0
Chlorophyll,E211,0
Citric Acid,E330,1
Phosphoric Acid,PHOSPHATE,1
sodium guanylate,disodium guanylate,1
Erythrosine BS,erythrosine bs,1
Tartaric Acid,TARTRATE,1
potatoes,Potatoes,1
sodium ribonucleotide,sodium 5-ribonucleotide,1
E321,SODIUM CITRATE,0
MSG,MONOSODIUM GLUTAMATE,1
Hydrochloric Acid,E507,1
Duck Breast,DUCK,1
methyl cellulose,calcium sulphate,0
Glycine,chicken this,0
calcium benzoate,Calcium Benzoate,1
caramel colour,methenamine,0
E320,E951,0
turmeric,chenopodium quinoa,0
CALCIUM INOSINATE,LEUCINE,0
sodium ascorbate,bht,0
Riboflavin (Vitamin B2),Riboflavin,1
chedder cheese,CHEDDAR,1
E153,carbon black,1
glutamic acid,Glutamic Acid,1
LUTEINE,CHIA SEED,0
Cheddar Cheese,chedder cheese,1
BAKING SODA,glycerol,0
kcl,RASINS,0
monopotassium glutamate,Monopotassium Glutamate,1
E214,chenopodium quinoa,0
Calcium Alginate,sodium sulfate,0
soy lecithin,LECTHIN,1
Alginic Acid,SPINAGE,0
Sodium Ascorbate,sodium ascorbate,1
double cream,heavy creme,1
caramel colour,ethyl maltol,0
curd cheese,cottage cheese,1
Omega-3 Fatty Acids,Omega-3 Fatty Acids,1
quinolin yellow,calcium glutamate,0
phosphate,Wheat,0
copper chlorophyllin,E304,0
cottage chese,omega 3,0
E320,butylhydroxyanisole,1
greek-style yogurt,GREEK YOGHURT,1
sodium 5-ribonucleotide,Sodium Ribonucleotide,1
avena sativa,SILICON DIOXIDE,0
ascorbyl palmitate,chicken this,0
licopene,lycopen,1
Ground Turkey,WHEY PROTEIN,0
Sulphur Dioxide,sulphur dioxide,1
Calcium Citrate,calcium citrate,1
butylated hydroxyanisole,BHA,1
E422,glycerol,1
Sodium Benzoate,vitamin c,0
ALGINATE,sodium alginate,0
otes,OTES,1
Indigo Carmine,indigo,1
Sodium Sulphate,sodium sulphate,1
Ponceau 4R,ponceau,1
Calcium Sulphate,Corn,0
ponceau 4r,E513,0
CARAMEL,zea mays,0
E635,DISODIUM RIBONUCLEOTIDE,1
MONOSODIUM GLUTAMATE,potatos,0
ponceau 4r,chicken this,0
Calcium Benzoate,E407,0
mcc,POTASSIUM SULFATE,0
Green S,aluminium,0
Lithol Rubine BK,E180,1
E331,SODIUM CITRATE,1
tocopherols,vitamin E,1
PATENT BLUE,Potassium Metabisulphite,0
ammonium chlor,CHICKEN,0
double cream,WHIPPING CREAM,1
TUMERIC,GOLD,0
ethyl paraben,bha,0
curcumin,tumeric,1
Stearic Acid,stearic acid,1
Salt,millet,0
chlorophyl,magnesium glutamate,0
NaHCO3,SODIUM BICARBONATE,1
ascorbyl palmitate,sal ammoniac,0
CHLOROPHYL,ferric pyrophosphate,0
Millet,MILET,1
Octyl Gallate,agar,0
fermented milk drink,KEPHIR,1
sodium sorbate,sodium phosphate,0
bicarbonate of soda,SODIUM BICARBONATE,1
DIPHENYL,minced beef,0
sodium citrate,quicklime,0
Sodium Benzoate,confectioner's glaze,0
Ethyl 4-hydroxybenzoate,ethyl para-hydroxybenzoate,1
annatto,MAGNESIUM GLUTAMATE,0
sodium metabisulfite,phenylbenzene,0
Beeswax,BEE WAX,1
glycerol,GLYCERINE,1
Bananas,musa,1
E173,mineral oil,0
Gold,gold powder,1
Whey Protein Isolate,whey protein,1
BROMIC ACID POTASSIUM SALT,Cottage Cheese,0
saltpeter,table salt,0
sodium hydroxide,poussin,0
panicum miliaceum,MILET,1
E400,OTES,0
E900,PDMS,1
indigotine,indigo,1
SSL,SODIUM STEAROYL LACTYLATE,1
E504,vitamin d,0
vitamin B2,butylhydroxyanisole,0
monoammonium glutamate,glycerin,0
petroleum wax,lipase,0
Ammonium Alginate,AMMONIUM ALGINATE,1
tartarazine,YELLOW 5,1
aminoacetic acid,CHICKEN,0
SILVER,brazil wax,0
quinoline,fagopyrum esculentum,0
Glycerol,APPLS,0
carrageenan,Carrageenan,1
Sulphuric Acid,sodium 5-ribonucleotide,0
E212,hexamine,0
Calcium Carbonate,lecithin,0
Hydrochloric Acid,CALCIUM GLUTAMATE,0
CALCIUM INOSINATE,spelt,0
E123,SPINAGE,0
barle,Hemp Seeds,0
vitamin c,Vitamin C,1
E104,quinoline yellow,1
E300,magnesium citrate,0
CHIA SEED,Grapes,0
ricota cheese,triticum spelta,0
beetroot,agar agar,0
lecthin,duck magret,0
chlorine,stearic acid,0
lutein,leucine,0
E174,potassium chloride,0
LYE,IRN,0
Spinach,Spinach,1
AGAR AGAR,dha,0
gelatin,GELATINE,1
E406,agar-agar,1
Magnesium Carbonate,apples,0
E211,sodium sulfite,0
Carnauba Wax,BRAZIL WAX,1
cornish hens,Cornish Hens,1
buter,BUTER,1
riboflavin,E403,0
Calcium Carbonate,citric,0
Octyl Gallate,Octyl Gallate,1
Sodium Bicarbonate,Baking Soda,1
SODIUM BICARBONATE,whey protien,0
quinoa,keenwa,1
Cochineal/Carminic Acid,E120,1
water,h2o,1
magnesium carbonate,vitamin c,0
sodium benzoate,E514,0
azorubine,beef stake,0
E482,csl,1
CALCIUM BENZOATE,butter milk,0
SODIUM ASCORBATE,Kefir,0
Glucose,Glucose,1
Quinoline Yellow,quinolin yellow,1
Sodium Alginate,hartshorn,0
E223,magnesium glutamate,0
maltol,Maltol,1
Potassium Sorbate,POTASSIUM SORBATE,1
Apples,malus domestica,1
potassium benzoate,flaxseeds,0
Aspartame,aspartame,1
chicken,poultry breast,1
E174,SILICON DIOXIDE,0
ponceau 4r,silver powder,0
magnesium sulphate,epsom salt,1
tartric acid,Sodium Alginate,0
sodium 5-ribonucleotide,DISODIUM RIBONUCLEOTIDE,1
methylcellulose,turkey fillets,0
linum usitatissimum,flaxseeds,1
Lecithin,lecthin,1
carmoisine,azorubine,1
xanthum gum,E640,0
Raisins,RASINS,1
E623,Calcium Glutamate,1
E623,CALCIUM GLUTAMATE,1
Chlorine Dioxide,Raisins,0
E201,sodium sorbate,1
SODIUM METABISULFITE,MCC,0
LYCOPENE,methylcellulose,0
sorbic,SORBATE,1
steak,Beef Steak,1
sour cream,sour creme,1
maize,corn,1
Calcium Hydroxide,SLAKED LIME,1
carmoisin,Carrots,0
xanthophyll,LUTEINE,1
E325,sodium lactate,1
msg,MONOSODIUM GLUTAMATE,1
Erythrosine BS,ERITHROSINE,1
BANANS,calciam,0
polysaccharide,maltodextrin,1
calcium guanylate,Calcium Guanylate,1
E339,Sodium Phosphate,1
quinoline,flax seeds,0
chlorine,Chlorine,1
sunset yellow fcf,SUNSET YELLOW,1
calcium sulfite,glutamic acid,0
sunset yellow fcf,KEPHIR,0
Sodium Sorbate,oats,0
Sodium Sulphite,SODIUM SULFITE,1
Mineral Hydrocarbons,mineral oil,1
Chicken Breast,Chicken Breast,1
sodium inosinate,DISODIUM INOSINATE,1
ascorbic acid,Ascorbic Acid,1
Citric Acid,CITRATE,1
Tocopherols,whipping cream,0
Octyl Gallate,butylhydroxyanisole,0
E101,riboflavin,1
calcium sulphate,dates,0
E202,POTASSIUM SORBATE,1
sulphur dioxide,calcium hydrogen sulphite,0
Copper Chlorophyll,Copper Chlorophyll,1
sodium sulphite,tartric acid,0
E180,Dibasic acid,0
ferrous sulfate,ferric pyrophosphate,1
ferrous sulfate,Iron,1
hexamine,Hexamine,1
propylene glycol,propylene glycol,1
Cochineal,CARMINE,1
E227,milet,0
methylcellulose,methylcellulose,1
Greek Yogurt,strained yogurt,1
MILET,SILICON DIOXIDE,0
calcium carbonate,E325,0
SPELT,cellulose,0
E334,tartric acid,1
calcium glutamate,chicken,0
Lecithin,LECTHIN,1
E406,agar,1
whole chicken,Whole Chicken,1
phosphoric,Barley,0
octyl gallate,whey cheese,0
Oats,oats,1
E628,Potassium Guanylate,1
chicken legs,Chicken Thighs,1
cultured buttermilk,butter milk,1
lamb cutlets,LAMB RIBS,1
AMINOACETIC ACID,Cellulose,0
tartaric acid,LYSINE,0
Gelatin,gelatin,1
vegetable carbon,Potassium Sulphate,0
pearl ash,calcium hydroxide,0
Sodium Hydroxide,carnauba wax,0
E102,ground beef,0
ponceau 4,PONCEAU,1
whey protien,Whey Protein Isolate,1
CURCUMIN,magnesia magma,0
potassium sorbate,Beeswax,0
indigo carmine,glycerol,0
luteine,sodium citrate,0
E120,sodium inosinate,0
l-lysine,L-Lysine,1
carob bean gum,CAROB GUM,1
gypsum,GYPSUM,1
Locust Bean Gum,CAROB GUM,1
potassium nitrate,saltpeter,1
E500,sodium carbonate,1
Calcium Ascorbate,Dates,0
whole milke,double cream,0
AGAR AGAR,E440a,0
ala,epa,1
Monoammonium Glutamate,monoammonium glutamate,1
flaxseed,FLAXSEED,1
Grapes,calcium,0
patent blue,XANTHUM,0
Tartrazine,ammonium alginate,0
cultured buttermilk,milet,0
methylcellulose,Methylcellulose,1
Chlorine Dioxide,whey protein,0
glycerin,duck magret,0
E100,tumeric,1
Cream Cheese,carrots,0
curcumin,Turmeric,1
Magnesium Oxide,vitamin d3,0
E151,chile saltpeter,0
E524,Sodium Hydroxide,1
potassium pyrosulfite,Spelt,0
ponceau,dha,0
Turkey Breast,Turkey Breast,1
sunset yellow fcf,sunset,1
E131,PATENT BLUE,1
polysaccharide,MALTODEXTRINE,1
E339,chicken this,0
magnesia,periclase,1
caustic soda,LYE,1
calcium sulfate,cornish hens,0
Rice,salvia hispanica,0
Ethyl 4-hydroxybenzoate,E214,1
pot cheese,cottage cheese,1
LITHOL,sorbate,0
E526,slaked lime,1
E104,Sodium Ascorbate,0
Chia Seeds,CHIA SEED,1
calcium carbonate,calcium carbonite,1
Biphenyl,E230,1
methenamine,HEXAMETHYLENETETRAMINE,1
Monopotassium Glutamate,vitis vinifera dried,0
Millet,milet,1
GHI,musa,0
Sodium Sulphite,chlorine gas,0
HEXAMETHYLENETETRAMINE,millet,0
Tartaric Acid,E334,1
Calcium Carbonate,Chia Seeds,0
ascorbate,carageenan,0
Gum Arabic,roasting chicken,0
turmeric,E210,0
E110,ponceau,0
Calcium Alginate,Glycine,0
E162,Beetroot Red,1
Cream Cheese,cream cheese,1
calcium hydrogen sulfite,CALCIUM BISULFITE,1
E330,Ground Turkey,0
ammonia water,BANANS,0
Maltol,maltol,1
SODIUM PHOSPHATE,CALCIUM GLUTAMATE,0
butylated hydroxytoluene,Chlorine Dioxide,0
clorophyll,Potassium Alginate,0
hordeum vulgare,BARLE,1
duck breat,Duck Breast,1
CARMINE,E142,0
ALUMINUM,E227,0
azorubin,E325,0
Whole Milk,whole milk,1
L-Glutamic Acid,GLUTAMATE,1
carminic acid,CARMINE,1
Rice,oryza sativa,1
Lithol Rubine,SODIUM SULFITE,0
calcium citrate,Calcium Citrate,1
Ammonium Chloride,sea salt,0
indigotine,sodium nitrite,0
Magnesium Hydroxide,magnesia magma,1
E110,Sunset Yellow,1
E210,buckwheat,0
potassium metabisulfite,AMMONIUM GLUTAMATE,0
YELLOW 5,Propyl Gallate,0
dextrose,Glucose,1
patent blue,whole chicken,0
sodium stearoyl lactylate,SSL,1
Amaranth,AMARANTH,1
Butter,ala,0
methylcellulose,E905,0
Ascorbic Acid,BHT,0
Lecithin,LECTHIN,1
CARAMEL,lutein,0
licopene,LYCOPENE,1
Hemp Seeds,Hemp Seeds,1
sodium lactate,E925,0
keenwa,leucine,0
E160b,achiote,1
bht,dairy butter,0
GHI,fagopyrum esculentum,0
E507,hcl,1
E404,CHICKEN,0
cultured cream,Sour Cream,1
slaked lime,Calcium Hydroxide,1
aluminum,cornish hens,0
Cellulose,microcrystalline cellulose,1
sodium lactate,phosphoric,0
Magnesium Sulphate,E518,1
Sodium Sorbate,ferrous sulfate,0
sorbic acid,SORBATE,1
Beef Steak,Beef Steak,1
potassium inosinate,NEOTAM,0
Buttermilk,cultured buttermilk,1
KORN,"1,2-propanediol",0
sodium ascorbate,beef roast,0
Sodium Phosphate,hemp seeds,0
calcium hydrogen sulfite,ethyl maltol,0
E510,sal ammoniac,1
E325,Omega-3 Fatty Acids,0
enzymes,Enzymes,1
Xanthan Gum,E415,1
carotene,Veal Cutlets,0
panicum miliaceum,milet,1
vitamin b2,dipotassium inosinate,0
CALCIUM SULFITE,Sodium Phosphate,0
glycerol,Glycerol,1
Lycopene,chenopodium quinoa,0
Benzoic Acid,sodium metabisulphite,0
L-Lysine,L-Lysine,1
sour creme,carots,0
bicarbonate of soda,sodium bicarbonat,1
azorubin,hydrolyzed collagen,0
Gum Arabic,BROMIC ACID POTASSIUM SALT,0
sodium alginate,Sodium Alginate,1
monopotassium glutamate,lamb chops,0
magnesiam,Magnesium,1
sorbite,distilled water,0
Turkey Breast,Corn,0
E110,E160b,0
Water,h2o,1
greek-style yogurt,greek yoghurt,1
quinoline yellow,sodium inosinate,0
octyl gallate,octyl gallate,1
Tartrazine,YELLOW 5,1
sodium chloride,table salt,1
turmeric,INDIGOTINE,0
CALCIUM INOSINATE,glucose,0
pearl ash,Potassium Carbonate,1
Calcium Glutamate,Calcium Glutamate,1
potassium bromate,whey cheese,0
ala,omega-3,1
essential amino acid,glycerin,0
potassium alginate,corn,0
erythrosine bs,whole milke,0
hydrolyzed collagen,gelatine,1
caramel color,whole milke,0
calcium alginate,daucus carota,0
Ascorbic Acid,MILK OF MAGNESIA,0
Sodium Nitrate,Sodium Nitrate,1
Shellac,Shellac,1
Butylated Hydroxyanisole (BHA),butylated hydroxyanisole,1
E153,magnesia,0
Carotenes,carotens,1
Potassium Bromate,BROMIC ACID POTASSIUM SALT,1
E127,ERITHROSINE,1
Greek Yogurt,greek-style yogurt,1
sodium hydroxide,petroleum wax,0
pickling lime,E632,0
E422,cellulose,0
Riboflavin (Vitamin B2),VITAMIN B2,1
aluminum,aluminium powder,1
betanin,beetroot,1
beet red,sodium nitrite,0
sodium nitrate,CHILE SALTPETER,1
E100,DIPHENYL,0
diphenyl,magnesium hydroxide,0
Buckwheat,BUCKWHEET,1
l-cysteine,Cysteine,1
Sodium Guanylate,disodium guanylate,1
E903,Cysteine,0
quicklime,burnt lime,1
indigotine,Indigo Carmine,1
sodium hydroxide,solanum tuberosum,0
Calcium Carbonate,E170,1
potassium sulphate,POTASSIUM SULFATE,1
E440a,Mineral Hydrocarbons,0
Sulphuric Acid,sulphuric acid,1
Buttermilk,Buttermilk,1
ALGINATE,table salt,0
L-Cysteine Hydrochloride,E920,1
beef cut,beef steak,1
Carmoisine/Azorubine,E122,1
sunset yellow fcf,CITRATE,0
E622,Monopotassium Glutamate,1
Carnauba Wax,Carnauba Wax,1
Sodium Metabisulphite,SODIUM METABISULFITE,1
